	SubjectID1	SubjectID2	Group1	Group2	Distance
400	EG0850	EG1178	After abduction	After abduction	0.305019305019305
401	EG0850	EG1153	After abduction	After abduction	0.25
402	EG0850	EG1041	After abduction	After abduction	0.3389121338912134
403	EG0850	EG1035	After abduction	After abduction	0.21585903083700442
404	EG0850	EG0927	After abduction	After abduction	0.26996197718631176
405	EG0850	EG0892	After abduction	After abduction	0.2891566265060241
406	EG0057	EG2580	After abduction	After abduction	0.3333333333333333
407	EG0057	EG2559	After abduction	After abduction	0.38267148014440433
408	EG0057	EG2473	After abduction	After abduction	0.34285714285714286
409	EG0057	EG2392	After abduction	After abduction	0.3157894736842105
410	EG0057	EG2391	After abduction	After abduction	0.3497536945812808
411	EG0057	EG2018	After abduction	After abduction	0.3553113553113553
412	EG0057	EG1990	After abduction	After abduction	0.45161290322580644
413	EG0057	EG1940	After abduction	After abduction	0.375
414	EG0057	EG0118	After abduction	After abduction	0.34444444444444444
415	EG0057	EG1939	After abduction	After abduction	0.2904761904761905
416	EG0057	EG1892	After abduction	After abduction	0.30612244897959184
417	EG0057	EG1878	After abduction	After abduction	0.36531365313653136
418	EG0057	EG0101	After abduction	After abduction	0.37992831541218636
419	EG0057	EG1772	After abduction	After abduction	0.3882783882783883
420	EG0057	EG1673	After abduction	After abduction	0.21951219512195122
421	EG0057	EG1637	After abduction	After abduction	0.3426294820717131
422	EG0057	EG1572	After abduction	After abduction	0.38434163701067614
423	EG0057	EG1524	After abduction	After abduction	0.40106951871657753
424	EG0057	EG0088	After abduction	After abduction	0.2736842105263158
425	EG0057	EG1490	After abduction	After abduction	0.33783783783783783
426	EG0057	EG1431	After abduction	After abduction	0.4187725631768953
427	EG0057	EG1416	After abduction	After abduction	0.2815533980582524
428	EG0057	EG1178	After abduction	After abduction	0.35826771653543305
429	EG0057	EG1153	After abduction	After abduction	0.3775933609958506
430	EG0057	EG1041	After abduction	After abduction	0.3108108108108108
431	EG0057	EG1035	After abduction	After abduction	0.2669683257918552
432	EG0057	EG0927	After abduction	After abduction	0.3843283582089552
433	EG0057	EG0892	After abduction	After abduction	0.3236514522821577
434	EG0057	EG0850	After abduction	After abduction	0.273972602739726
435	EG0778	EG2580	After abduction	After abduction	0.3783783783783784
436	EG0778	EG2559	After abduction	After abduction	0.44680851063829785
437	EG0778	EG2473	After abduction	After abduction	0.3015075376884422
438	EG0778	EG2392	After abduction	After abduction	0.3292181069958848
439	EG0778	EG2391	After abduction	After abduction	0.350253807106599
440	EG0778	EG2018	After abduction	After abduction	0.4377224199288256
441	EG0778	EG1990	After abduction	After abduction	0.5133689839572193
442	EG0778	EG1940	After abduction	After abduction	0.4107142857142857
443	EG0778	EG0118	After abduction	After abduction	0.5306122448979592
444	EG0778	EG1939	After abduction	After abduction	0.3615023474178404
445	EG0778	EG1892	After abduction	After abduction	0.3333333333333333
446	EG0778	EG1878	After abduction	After abduction	0.4139194139194139
447	EG0778	EG0101	After abduction	After abduction	0.4381625441696113
448	EG0778	EG1772	After abduction	After abduction	0.43636363636363634
